,bathrooms,floors,waterfront,view,condition,grade,yr_built,lat,long,log_price,is_renovated,log_bedrooms,log_sqft_living,log_sqft_lot,log_sqft_above,log_sqft_basement,log_sqft_living15,log_sqft_lot15
21058,3.25,2.0,0,0,3,7,2008,47.5537,-122.313,12.611541086966117,0,1.3862943611198906,7.293697720601438,7.119635638017636,7.074116816197362,5.673323267171493,7.293697720601438,7.126087273299125
6346,1.0,1.0,0,0,3,7,1922,47.6147,-122.3,12.971542813248435,0,1.0986122886681098,6.55250788703459,8.476579508530941,6.55250788703459,0.0,7.273092595999522,8.476579508530941
2298,3.0,2.0,0,0,3,10,1972,47.6518,-122.16,13.71015115341694,0,1.791759469228055,8.37816098272068,10.523257263291296,7.989899374942939,7.244941546337007,8.0959035329611,10.636624381312233
3168,2.0,1.0,0,1,3,7,1925,47.5183,-122.265,12.560247968016562,1,1.6094379124341005,7.473637108496206,8.612685172875459,6.660575149839686,6.888572459565364,7.32052696227274,8.612685172875459
9405,1.75,1.0,0,0,5,6,1927,47.5272,-122.359,12.776772491986527,0,1.3862943611198906,7.353081920515432,8.658866349732383,6.660575149839686,6.660575149839686,7.186144304522325,8.946505025998682
8704,1.75,1.0,0,0,3,7,1950,47.584,-122.195,13.567050480716237,0,1.6094379124341005,7.816416983691801,9.126523885883072,7.237778191923443,6.994849985833071,7.80016307039296,9.126523885883072
4767,2.25,1.0,0,0,3,7,1958,47.5561,-122.379,13.304686600863562,0,1.791759469228055,7.923348211930154,8.756367559802975,7.2305631534092925,7.2305631534092925,7.630946580890459,8.755107121633896
19979,2.5,2.0,0,0,3,9,2014,47.3428,-122.179,13.010439145390926,0,1.6094379124341005,7.803435056952168,8.507142855562735,7.803435056952168,0.0,7.943072717277933,8.602820277383675
9805,1.75,1.0,0,0,3,7,1959,47.4973,-122.252,12.557437013287784,0,1.3862943611198906,7.340186835320115,8.799812469525556,6.976348070447749,6.154858094016418,7.828436359157585,8.797699580118923
896,2.5,1.0,0,0,4,9,1971,47.5368,-122.216,13.795308871054395,0,1.791759469228055,8.058643712215618,9.347577390281268,7.484930283289661,7.2305631534092925,8.089789175789319,9.347577390281268
7267,2.75,1.0,0,0,4,8,1980,47.7502,-122.085,13.05942570755364,0,1.6094379124341005,7.565793282428515,9.475930197953147,7.074116816197362,6.621405651764134,7.53955882930103,9.23356849809539
20357,2.75,2.0,0,0,3,9,2014,47.6948,-122.178,13.687621503085918,0,1.6094379124341005,8.013343181386672,8.882391706295847,8.013343181386672,0.0,8.010027528481734,8.88405606174246
18845,1.75,1.5,0,0,3,8,1969,47.6635,-122.149,13.25339339419516,0,1.791759469228055,7.828436359157585,9.18512512283512,7.828436359157585,0.0,7.550135342488429,9.18512512283512
707,1.75,1.0,0,3,3,8,1958,47.7646,-122.271,13.21767537538882,0,1.6094379124341005,7.816416983691801,9.60123315090109,7.2868764117507,6.928537818164665,7.976251943745623,9.287394001418471
9138,1.0,1.0,0,1,3,7,1954,47.4013,-122.321,12.691583538230216,0,1.3862943611198906,7.372118028337787,9.007121989469242,6.994849985833071,6.2166061010848646,7.340186835320115,9.259225769705994
10443,2.5,1.5,0,0,4,7,1929,47.5422,-122.359,12.899222326086994,0,1.791759469228055,7.828436359157585,8.926118971153382,7.444833273892193,6.68586094706836,7.147559271189454,8.816111895794005
20729,3.25,1.0,0,1,3,10,2007,47.699,-122.207,13.937729075643883,0,1.6094379124341005,8.24564690087386,9.05017161982336,7.893945138235959,7.030857476116121,8.083637203141548,9.282568005973063
19248,2.5,1.0,0,0,3,7,1968,47.2089,-122.003,12.506180941677355,1,1.6094379124341005,7.550135342488429,9.021960500598263,7.550135342488429,0.0,7.259116128097101,9.03013657115323
10863,1.5,1.0,0,0,4,7,1963,47.3984,-122.186,12.354496960983983,0,1.3862943611198906,7.237778191923443,9.33617975681533,7.237778191923443,0.0,7.462214939768189,9.33617975681533
14563,1.5,2.0,0,0,4,7,1921,47.4692,-122.365,13.199326270390594,0,1.6094379124341005,8.004365564979574,9.873079890114704,7.711548979629146,6.634633357861686,7.630946580890459,9.62251624577579
205,1.75,1.0,0,0,4,9,1966,47.5378,-122.219,13.64115836129498,0,1.6094379124341005,7.816416983691801,9.306650052113593,7.396948602621014,6.746412128573375,7.926963544862978,9.282195809076612
7068,1.75,1.0,0,0,4,8,1967,47.634,-122.204,13.852807306098644,0,1.6094379124341005,7.273092595999522,9.495293724856706,7.273092595999522,0.0,8.166500319155052,9.287579152316985
11448,1.0,1.0,0,3,3,7,1940,47.5397,-122.385,12.793862088206213,0,1.0986122886681098,7.02197642307216,9.44351345892757,7.02197642307216,0.0,7.53955882930103,8.82893352896109
8029,1.75,1.0,0,0,3,7,1956,47.4958,-122.265,12.25486757159303,0,1.6094379124341005,7.645397699428633,8.777401286867264,7.155396301896734,6.698268054115413,7.692113339595466,9.169622538697624
16494,2.5,2.0,0,0,4,7,1991,47.6953,-122.199,13.296318365198625,0,1.3862943611198906,7.467942332285852,8.118207049405783,7.467942332285852,0.0,7.467942332285852,8.363342466597977
1791,2.25,2.0,0,0,4,8,1977,47.5567,-122.159,13.438634364432907,0,1.6094379124341005,7.664346632098617,9.273409063443166,7.664346632098617,0.0,8.125926802707886,9.21542741102474
17395,3.0,2.0,0,0,3,8,2005,47.3623,-122.199,12.709876675502672,0,1.6094379124341005,7.81762544305337,8.648572269472618,7.81762544305337,0.0,7.638198244285779,8.651898894268529
2677,1.75,1.0,0,0,4,7,1967,47.5375,-122.176,12.897971547314246,0,1.3862943611198906,7.252053951852814,8.94910546953925,7.252053951852814,0.0,7.353081920515432,8.94910546953925
3538,1.0,1.5,0,0,4,7,1953,47.7604,-122.331,12.779875885354992,0,1.6094379124341005,7.252053951852814,8.94819608331224,7.252053951852814,0.0,7.193685818395112,9.035510680940524
17853,2.5,2.0,0,0,3,8,1999,47.2667,-122.216,12.948012371209098,0,1.6094379124341005,8.019941687677365,10.090962474570878,8.019941687677365,0.0,7.791935956938058,9.213036733523923
16149,2.5,2.0,0,0,3,8,2004,47.7735,-122.227,13.186278579318827,0,1.3862943611198906,7.941295570906532,8.435549202375727,7.941295570906532,0.0,7.840312983320164,8.491259809389733
16627,2.5,2.0,0,0,3,8,1993,47.627,-122.303,13.591743062037102,0,1.6094379124341005,7.923348211930154,8.657129031713755,7.923348211930154,0.0,7.923348211930154,8.592486175451668
6392,2.5,1.0,0,4,3,9,1953,47.5095,-122.247,13.592368256649284,0,1.6094379124341005,8.50532301884575,9.21413317021488,8.146419323098003,7.307202314764738,7.796057974316123,9.134862230800223
1005,2.0,1.5,0,0,4,7,1917,47.6807,-122.369,13.241036683319184,0,1.3862943611198906,7.2305631534092925,8.517393171418904,7.2305631534092925,0.0,7.208600337960199,8.517393171418904
13685,2.5,1.0,0,0,4,9,1987,47.4326,-122.208,13.22672519452875,0,1.3862943611198906,8.02322468471667,11.97388204278308,8.02322468471667,0.0,7.993282328101591,10.34338629296218
15769,1.0,1.0,0,0,3,7,1924,47.6461,-122.356,13.372345140303285,0,1.3862943611198906,6.947937068614969,8.407601514786142,6.769641976852503,5.14166355650266,7.456454555176209,8.343077871169383
12204,4.0,2.5,0,2,3,8,1937,47.6466,-122.391,14.077875591662238,0,1.791759469228055,8.121777419161074,8.962007209588313,7.995306620290822,5.993961427306569,7.75833346749091,8.699681400989514
2771,1.75,1.0,0,0,5,7,1963,47.5008,-122.162,12.498745990829317,0,1.791759469228055,7.456454555176209,9.246575864558276,6.918695219020472,6.580639137284949,7.456454555176209,8.952734767106872
12643,2.25,1.0,0,0,4,7,1963,47.4149,-122.181,12.505810504075184,0,1.3862943611198906,7.462214939768189,9.177093778182549,7.01301578963963,6.447305862541213,7.403061091090091,9.169622538697624
18813,2.5,1.0,0,0,3,8,1974,47.7153,-122.191,13.161586013632684,0,1.6094379124341005,7.787796878181171,8.77043908654689,7.346655163176539,6.7580945044277305,7.754052639035757,8.844912950899548
6136,2.5,1.0,0,0,3,7,1962,47.7369,-122.338,13.204866440535003,1,1.3862943611198906,7.645397699428633,8.941283763647567,7.215975002651466,6.594413459749778,7.645397699428633,8.94494150776486
19589,1.0,1.5,0,0,3,6,1944,47.4789,-122.346,12.367345048436391,0,1.3862943611198906,7.372118028337787,9.472781556562168,7.372118028337787,0.0,7.2868764117507,9.036106025364846
7877,1.0,1.5,0,0,3,8,1928,47.533,-122.347,12.793862088206213,0,1.6094379124341005,7.2868764117507,8.253488028345904,7.201170883281678,4.795790545596741,6.898714534329988,8.343077871169383
14695,1.0,1.0,0,0,3,7,1944,47.7307,-122.302,12.850426036914117,0,1.0986122886681098,7.266128779556451,8.964439833539357,7.01301578963963,5.771441123130016,7.2305631534092925,8.91918561004543
12407,2.5,1.0,0,0,3,8,2004,47.5364,-122.365,12.77138929548529,0,1.0986122886681098,7.186144304522325,7.579678823090456,6.493753839851686,6.493753839851686,7.259116128097101,7.695757990554761
4356,1.5,2.0,0,0,3,8,1907,47.6352,-122.358,13.738954514805393,0,1.3862943611198906,7.415175109613295,8.476579508530941,7.415175109613295,0.0,7.43307534889858,8.294299608857235
7172,2.5,2.0,0,0,3,9,2006,47.666,-122.276,14.042646927360453,0,1.6094379124341005,8.071218539969863,8.927446816256198,8.071218539969863,0.0,7.409136443920128,8.832149906002899
10772,2.5,1.0,0,3,4,8,1948,47.4938,-122.364,13.493928313146206,0,1.6094379124341005,7.919719760924575,9.543306469268108,7.2305631534092925,7.223295679562314,7.808323050391055,9.543306469268108
9888,1.0,1.5,0,2,4,8,1910,47.5561,-122.266,13.477238101919994,0,0.6931471805599453,7.074116816197362,8.294299608857235,6.734591659972948,5.831882477283517,7.259116128097101,8.294299608857235
19788,2.5,2.0,0,0,3,8,2014,47.2824,-122.295,12.765405536311112,0,1.6094379124341005,7.627057417018934,8.222553638396958,7.627057417018934,0.0,7.627057417018934,8.566173813637858
9195,2.5,2.5,0,4,3,9,1915,47.5465,-122.398,13.790193775620484,1,1.3862943611198906,7.836369760545124,8.853808274977197,7.836369760545124,0.0,7.7752758464868625,8.853808274977197
13475,1.0,1.0,0,0,3,6,1943,47.7281,-122.235,12.706850963741102,0,1.3862943611198906,6.966967138613983,9.905535454153428,6.966967138613983,0.0,7.478169694159785,9.287394001418471
12495,2.25,1.0,0,0,4,7,1958,47.6095,-122.122,12.899222326086994,0,1.791759469228055,7.635786861395585,9.258082367961604,6.985641817639208,6.898714534329988,7.462214939768189,9.129780864117766
13614,2.5,2.0,0,0,3,7,1999,47.3817,-122.204,12.644330802262578,0,1.6094379124341005,7.80016307039296,8.867004635333567,7.80016307039296,0.0,7.528869256642251,8.711607995897575
12029,1.0,1.0,0,0,3,7,1941,47.6787,-122.285,13.091906231773164,0,1.3862943611198906,6.928537818164665,8.71948076085107,6.928537818164665,0.0,7.771067086065406,8.80926561216931
2101,2.75,1.0,0,0,5,8,1965,47.626,-122.112,13.3739015584285,0,1.3862943611198906,7.616283561580385,8.94910546953925,7.244941546337007,6.447305862541213,7.484930283289661,9.007121989469242
15274,2.25,2.0,0,0,3,7,1990,47.7537,-122.296,13.312985389904174,0,1.3862943611198906,7.72356247227797,9.747710550964284,7.72356247227797,0.0,7.766840537085513,9.60871372627059
4197,3.5,1.0,0,0,3,8,1979,47.7226,-122.299,13.174957725054906,0,1.9459101490553128,8.006700845440367,9.036225051729328,7.313886831633462,7.313886831633462,7.244941546337007,9.036463061964891
7495,3.0,1.0,0,0,3,7,1981,47.6895,-122.129,13.15192412139156,0,1.791759469228055,7.890208213109961,9.372629275019902,7.223295679562314,7.170888478512505,7.855932199718614,9.27837278236801
9842,1.0,1.5,0,0,3,6,1907,47.562,-122.283,12.323860125621126,0,1.6094379124341005,7.048386408721883,8.699681400989514,7.048386408721883,0.0,6.734591659972948,8.016647877057803
18602,2.75,1.0,0,0,3,7,1979,47.4847,-122.291,12.554794547705304,0,1.791759469228055,7.926963544862978,8.718827059242566,7.307202314764738,7.155396301896734,7.560601162768557,8.777555453213056
4045,1.5,1.5,0,0,5,7,1928,47.5749,-122.291,13.46496110058199,0,1.6094379124341005,7.490529402060711,8.314097335405807,7.490529402060711,0.0,7.444833273892193,8.314097335405807
8865,2.25,2.0,0,0,3,8,1979,47.3833,-122.1,12.506180941677355,0,1.3862943611198906,7.650168700845001,9.548810611260068,7.650168700845001,0.0,7.912423121473705,8.699514748210191
14628,2.5,2.0,0,0,3,9,1989,47.7695,-122.259,13.31957518872681,0,1.3862943611198906,7.875119281040293,9.223454011121566,7.875119281040293,0.0,7.937731775260109,9.222664121665014
2730,2.0,1.0,0,0,5,8,1961,47.693,-122.168,13.38318953651709,0,1.6094379124341005,7.714677473800927,9.309370895439136,7.02197642307216,7.02197642307216,7.490529402060711,9.309370895439136
1664,2.5,2.0,0,2,4,8,1912,47.5442,-122.38,13.629182184591333,1,1.3862943611198906,8.12296471523406,8.787372988731876,7.951911381854188,6.274762021241939,7.313886831633462,8.787372988731876
16016,2.75,1.0,0,2,4,8,1953,47.492,-122.364,13.116950755559444,0,1.9459101490553128,8.071218539969863,9.12706745278236,7.378383712996714,7.378383712996714,7.7057128238944275,9.15915233520675
1476,2.25,2.0,0,0,3,7,1986,47.7159,-122.203,12.899222326086994,0,1.3862943611198906,7.313886831633462,7.898411092811599,7.313886831633462,0.0,7.293697720601438,7.791109510610028
18296,1.0,1.0,0,0,3,6,1973,47.3756,-122.306,12.114510931441728,0,1.0986122886681098,6.947937068614969,9.541153770388568,6.947937068614969,0.0,7.00397413672268,8.932740634865914
21326,1.0,2.0,0,0,3,7,2008,47.616,-122.314,12.77422616877261,0,0.6931471805599453,6.311734809152915,7.154615356913663,6.311734809152915,0.0,7.2868764117507,7.234177179749849
4851,3.25,2.0,0,0,3,9,2014,47.6847,-122.016,13.804278716326811,0,1.791759469228055,8.32263709695394,8.976009475021396,8.32263709695394,0.0,8.281723990411392,8.819665349340653
11304,2.5,2.0,0,0,3,7,1983,47.4575,-122.204,12.706699437569211,0,1.3862943611198906,7.507141079727608,8.997889450200717,7.507141079727608,0.0,7.528869256642251,9.062536177207788
50,1.0,1.0,0,0,3,7,1955,47.4258,-122.322,12.337105293891872,0,1.3862943611198906,7.0825485693553,9.126958763037132,7.0825485693553,0.0,7.0825485693553,9.144734614878187
5135,1.5,1.5,0,0,4,8,1978,47.3829,-122.322,12.301387370778713,0,0.6931471805599453,7.00397413672268,8.146709052203319,7.00397413672268,0.0,7.244941546337007,8.4252971767117
14705,2.0,1.0,0,0,4,7,1941,47.5275,-122.321,12.660331092405906,0,1.6094379124341005,7.099201743553092,8.35490952835879,7.099201743553092,0.0,7.099201743553092,8.699681400989514
1686,2.25,2.0,0,0,3,8,1987,47.7635,-122.286,13.060490101343552,0,1.3862943611198906,7.7057128238944275,9.19023970026918,7.7057128238944275,0.0,7.791935956938058,9.233373071086756
9755,1.75,1.0,0,0,5,7,1981,47.4801,-122.158,12.762830066509972,0,1.6094379124341005,7.438971592395862,8.962007209588313,7.02197642307216,6.364750756851911,7.353081920515432,8.962007209588313
4572,2.75,1.0,0,0,5,8,1979,47.5052,-122.372,13.217493541006707,0,1.791759469228055,8.026496938945412,8.855948534052018,7.378383712996714,7.2868764117507,7.692113339595466,8.936035096566041
4398,1.75,1.0,0,0,3,7,1968,47.3808,-122.211,12.429020177633872,0,1.6094379124341005,7.390798521735676,9.262078567380597,7.390798521735676,0.0,7.544861068658458,9.207937487359873
5436,2.5,1.0,0,0,3,7,1961,47.7481,-122.327,12.83468397161566,0,1.3862943611198906,7.565793282428515,8.729235349659273,7.193685818395112,6.398594934535208,7.57095858316901,8.729235349659273
724,3.0,1.0,0,0,3,8,2004,47.4938,-122.255,12.765691290604371,0,1.791759469228055,7.83241092718792,8.612685172875459,7.346655163176539,6.878326468291325,7.438971592395862,8.987321812850125
14352,3.25,1.5,0,0,5,9,1950,47.6687,-122.264,14.272936037914342,0,1.6094379124341005,8.232440158470336,9.298442820197728,7.783640596221253,7.215975002651466,8.14060704285845,9.310276200588785
2805,3.0,1.0,0,0,3,8,1980,47.4538,-122.125,12.861001210669146,0,1.6094379124341005,7.916078096302786,9.298900548955665,7.421177528595393,6.976348070447749,7.754052639035757,9.204422898212146
9913,1.0,1.0,0,0,3,6,1902,47.6088,-122.307,12.668236246916225,0,1.0986122886681098,6.90875477931522,8.54110501146255,6.90875477931522,0.0,7.57095858316901,8.366602832783736
10897,1.5,2.0,0,0,4,7,1922,47.7072,-122.36,12.971542813248435,0,1.3862943611198906,7.346655163176539,8.524168805152662,7.346655163176539,0.0,7.507141079727608,8.881975184248867
17163,1.0,1.0,0,0,4,6,1943,47.5188,-122.353,11.81303746480054,0,1.0986122886681098,6.621405651764134,8.559869465696673,6.621405651764134,0.0,6.634633357861686,8.398634855292102
1026,1.0,1.5,0,0,2,6,1906,47.5849,-122.302,12.511021043346638,0,1.0986122886681098,6.769641976852503,8.58316818033977,6.769641976852503,0.0,7.0825485693553,8.398634855292102
17237,1.0,1.5,0,0,4,8,1926,47.5807,-122.389,13.253305671203258,0,1.791759469228055,7.259116128097101,8.740496729931813,7.259116128097101,0.0,7.259116128097101,8.740496729931813
11127,2.5,2.0,0,0,3,8,2001,47.6077,-122.02,13.493928313146206,0,1.3862943611198906,7.941295570906532,8.748463629942055,7.941295570906532,0.0,7.95892649305011,8.799510901368867
20713,3.0,2.0,0,0,3,8,2008,47.5973,-122.298,13.15192412139156,0,1.3862943611198906,7.650168700845001,7.787382026484701,7.415175109613295,6.089044875446846,7.550135342488429,7.783640596221253
5627,1.0,1.0,0,0,3,6,1910,47.5728,-122.312,12.676079399771028,0,1.0986122886681098,6.85751406254539,8.294299608857235,6.85751406254539,0.0,7.300472814267799,8.294299608857235
5031,2.25,2.0,0,0,4,8,1981,47.2986,-122.37,12.491255347155263,0,1.6094379124341005,7.59890045687141,8.86827250899781,7.59890045687141,0.0,7.53955882930103,8.981052985901483
5863,1.0,1.0,0,0,4,6,1908,47.6546,-122.356,12.821260987319455,0,1.3862943611198906,6.68586094706836,7.739359202689098,6.68586094706836,0.0,7.300472814267799,7.29505641646263
15541,3.0,1.0,0,0,5,7,1990,47.7168,-122.308,13.08673827229789,0,1.6094379124341005,7.396948602621014,8.939449862164238,7.01301578963963,6.255750041753367,7.396948602621014,8.997518369733845
19748,2.5,2.0,0,0,3,9,2012,47.5187,-122.208,13.521140839642674,0,1.6094379124341005,8.061802274538348,8.537191877922927,8.061802274538348,0.0,7.365812837209472,8.537191877922927
123,1.75,1.5,0,0,5,7,1924,47.5299,-122.266,13.005831808336865,0,1.6094379124341005,7.650168700845001,8.38958706681109,7.450660796211539,5.942799375126701,7.523481312573497,8.38958706681109
1247,4.5,2.5,0,0,3,10,2001,47.6189,-122.288,14.018452218287162,0,1.791759469228055,8.224967478914584,8.395477432732141,7.983781068977451,6.68586094706836,7.989899374942939,8.294299608857235
820,1.0,1.5,0,0,4,5,1932,47.2597,-122.228,12.691583538230216,0,1.3862943611198906,7.307202314764738,10.957485944278218,7.307202314764738,0.0,7.365812837209472,11.528109600295268
580,2.5,2.0,0,0,3,9,2005,47.5422,-121.86,13.335862167174314,0,1.3862943611198906,7.908754738783246,8.770283819098399,7.908754738783246,0.0,8.064950891749143,8.898502209646642
8603,2.0,1.0,0,0,3,7,1969,47.3231,-122.103,12.53897064502647,1,1.6094379124341005,7.591357046698551,9.215526898663482,7.591357046698551,0.0,7.327123292259293,9.222861652529854
14091,1.0,1.0,0,0,3,4,1920,47.3882,-122.208,11.93164237875414,0,1.0986122886681098,6.55250788703459,9.510519035757246,6.55250788703459,0.0,7.378383712996714,9.22276289197474
9876,1.75,1.0,0,0,3,7,1956,47.4608,-122.34,12.013403739081516,0,1.3862943611198906,7.359467638255621,9.637632201310456,6.985641817639208,6.19644412779452,7.131698510466912,9.497847429113676
13083,1.0,2.0,0,0,3,8,1918,47.5895,-122.385,13.426166307749664,0,1.791759469228055,7.75833346749091,8.461891875631148,7.501634457883413,6.274762021241939,7.650168700845001,8.511376306094673
17177,2.75,2.0,0,0,5,9,1905,47.6258,-122.312,13.98525417643287,0,1.3862943611198906,7.824445930877619,8.624970783589669,7.824445930877619,0.0,7.941295570906532,8.624970783589669
21108,3.25,2.0,0,0,3,8,2011,47.5397,-122.027,13.161586013632684,0,1.3862943611198906,7.340186835320115,7.305188215393037,7.340186835320115,0.0,7.390798521735676,7.007600613951853
2948,1.0,1.0,0,0,3,7,1961,47.5119,-122.321,12.487488878546143,0,1.3862943611198906,7.244941546337007,9.154933364704444,6.966967138613983,5.831882477283517,7.359467638255621,8.94910546953925
4731,2.5,2.0,0,0,3,8,1988,47.5641,-122.011,13.180634172318978,0,1.6094379124341005,7.62608275807238,8.757940876678804,7.62608275807238,0.0,7.635786861395585,8.928242677818302
14384,1.75,1.0,0,0,4,7,1956,47.745,-122.229,13.073175234051686,0,1.6094379124341005,7.75833346749091,9.772353284511327,7.215975002651466,6.888572459565364,7.719129840906732,9.128370809108931
8441,2.25,1.0,0,0,3,7,1979,47.2715,-122.338,12.409017571151187,0,1.3862943611198906,7.333676395657684,9.39274525863144,6.976348070447749,6.133398042996649,7.669028288589683,9.520541965857834
8763,3.25,2.0,0,0,5,9,1977,47.7672,-122.292,13.39239204133378,0,1.791759469228055,8.213652703029998,9.421735176255844,8.213652703029998,0.0,7.736743682453495,9.114159813502214
10399,2.75,1.0,0,0,3,7,1954,47.4531,-122.352,12.978495316450784,1,1.3862943611198906,7.601402334583733,8.881975184248867,6.90875477931522,6.90875477931522,7.273092595999522,8.881975184248867
1959,1.75,1.5,0,0,3,7,1968,47.4549,-122.155,12.618185607609805,0,1.6094379124341005,7.333676395657684,9.779340559793246,7.333676395657684,0.0,7.333676395657684,9.360999248261296
15170,1.75,1.0,0,0,3,8,1984,47.6546,-122.049,13.14197186821018,0,1.3862943611198906,7.43307534889858,10.888912479243952,7.43307534889858,0.0,7.736743682453495,10.872522525665143
14895,1.5,1.5,0,0,4,7,1971,47.2159,-121.966,12.433212202169727,0,1.3862943611198906,7.372118028337787,9.980494888896912,7.372118028337787,0.0,7.484930283289661,9.980494888896912
9511,2.5,1.0,0,0,3,7,1988,47.3788,-122.179,12.496878583628968,0,1.3862943611198906,7.244941546337007,8.939843124278502,7.02197642307216,5.638354669333745,7.333676395657684,8.94754601503218
19812,2.5,2.0,0,0,3,8,2014,47.3706,-122.017,12.697684868372026,0,1.3862943611198906,7.630946580890459,8.343077871169383,7.630946580890459,0.0,7.771067086065406,8.343077871169383
8922,2.5,2.0,0,0,3,8,2007,47.2873,-122.283,12.524530013005734,0,1.3862943611198906,7.823245690685523,8.38958706681109,7.823245690685523,0.0,7.79770203551669,8.38958706681109
19705,1.0,3.0,0,0,3,8,2008,47.6974,-122.349,12.581081982573842,0,1.0986122886681098,6.734591659972948,6.761572768804055,6.734591659972948,0.0,7.01301578963963,7.0825485693553
2541,2.5,2.0,0,0,3,9,2008,47.7749,-122.159,13.222210522327158,0,1.3862943611198906,7.804251383528112,8.183955717304954,7.804251383528112,0.0,7.820439515262181,8.60337088765729
5348,2.0,1.5,0,0,4,7,1914,47.6681,-122.338,13.550895061374236,0,1.6094379124341005,7.762596048540069,8.479698986988657,7.280008252884188,6.803505257608338,7.403061091090091,8.297543529356284
19178,2.25,2.0,0,0,3,11,1997,47.5473,-122.092,13.679691980296456,0,1.3862943611198906,7.908754738783246,10.905056493665374,7.908754738783246,0.0,8.061802274538348,11.01120823356823
13175,1.0,1.0,0,0,3,7,1946,47.6706,-122.265,13.415034483903348,0,1.3862943611198906,7.444833273892193,8.73165920153676,7.252053951852814,5.707110264748875,7.384610383176974,8.73165920153676
12425,2.5,1.0,0,0,3,8,1956,47.6685,-122.409,14.069378057716214,0,1.3862943611198906,7.692113339595466,9.340929941679784,7.346655163176539,6.46302945692067,7.692113339595466,9.163353580751846
930,2.5,2.0,0,0,3,7,2005,47.5355,-122.283,12.611541086966117,0,1.3862943611198906,7.186144304522325,7.869019376499023,7.186144304522325,0.0,7.186144304522325,7.837554360881084
14982,2.5,2.0,0,0,3,9,2001,47.5443,-122.172,13.279368835614244,0,1.3862943611198906,7.736743682453495,8.53503310954457,7.736743682453495,0.0,7.736743682453495,8.985320060649112
16900,1.0,1.0,0,0,3,7,1948,47.5318,-122.379,12.779875885354992,0,1.0986122886681098,7.131698510466912,8.424858580213442,7.131698510466912,0.0,7.074116816197362,8.410720946905721
13033,1.0,1.0,0,0,3,7,1951,47.6955,-122.357,12.886643575525625,0,1.0986122886681098,6.8679744089702925,8.81001204797317,6.8679744089702925,0.0,7.208600337960199,8.81001204797317
